protein,accession,geneid,authid,description,chromosome,locus,organism,short_accession
NP_009929,MRPL32,850359,SGD:S000000596,mitochondrial 54S ribosomal protein YmL32,III,-,Saccharomyces cerevisiae
NP_009930,YCP4,850360,SGD:S000000597,flavodoxin-like fold family protein,III,-,Saccharomyces cerevisiae
NP_009931,CIT2,850361,SGD:S000000598,citrate (Si)-synthase CIT2,III,-,Saccharomyces cerevisiae
NP_001335749,YCR006C,850362,SGD:S000000599,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_009933,YCR007C,850364,SGD:S000000600,DUP240 family protein,III,-,Saccharomyces cerevisiae
NP_009934,SAT4,850366,SGD:S000000601,serine/threonine protein kinase SAT4,III,-,Saccharomyces cerevisiae
NP_009935,RVS161,850367,SGD:S000000602,amphiphysin-like protein RVS161,III,-,Saccharomyces cerevisiae
NP_009936,ADY2,850368,SGD:S000000603,Ady2p,III,-,Saccharomyces cerevisiae
NP_009937,ADP1,850369,SGD:S000000604,putative ATP-dependent permease ADP1,III,-,Saccharomyces cerevisiae
NP_009938,PGK1,850370,SGD:S000000605,phosphoglycerate kinase,III,-,Saccharomyces cerevisiae
NP_009940,POL4,850372,SGD:S000000607,DNA-directed DNA polymerase IV,III,-,Saccharomyces cerevisiae
NP_009941,CTO1,850373,SGD:S000000608,Cto1p,III,-,Saccharomyces cerevisiae
NP_009942,YCR016W,850375,SGD:S000000609,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_009943,CWH43,850376,SGD:S000000610,Cwh43p,III,-,Saccharomyces cerevisiae
NP_009944,SRD1,850377,SGD:S000000611,Srd1p,III,-,Saccharomyces cerevisiae
NP_009946,MAK32,850381,SGD:S000000612,Mak32p,III,-,Saccharomyces cerevisiae
NP_009947,PET18,850382,SGD:S000000613,Pet18p,III,-,Saccharomyces cerevisiae
NP_009948,MAK31,850383,SGD:S000000614,Mak31p,III,-,Saccharomyces cerevisiae
NP_009949,HTL1,850384,SGD:S000006439,Htl1p,III,-,Saccharomyces cerevisiae
NP_009950,HSP30,850385,SGD:S000000615,Hsp30p,III,-,Saccharomyces cerevisiae
NP_001335750,YCR022C,850386,SGD:S000000616,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_009952,YCR023C,850387,SGD:S000000617,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_009953,SLM5,850388,SGD:S000000618,asparagine--tRNA ligase SLM5,III,-,Saccharomyces cerevisiae
NP_058137,PMP1,850389,SGD:S000000619,proteolipid ATPase,III,-,Saccharomyces cerevisiae
NP_001335751,YCR025C,850390,SGD:S000000620,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_009955,NPP1,850391,SGD:S000000621,nucleotide diphosphatase/phosphodiesterase NPP1,III,-,Saccharomyces cerevisiae
NP_009956,RHB1,850392,SGD:S000000622,putative GTPase RHB1,III,-,Saccharomyces cerevisiae
NP_009957,FEN2,850394,SGD:S000000623,Fen2p,III,-,Saccharomyces cerevisiae
NP_009958,RIM1,850395,SGD:S000007222,Rim1p,III,-,Saccharomyces cerevisiae
NP_009959,SYP1,850396,SGD:S000000626,Syp1p,III,-,Saccharomyces cerevisiae
NP_009960,RPS14A,850397,SGD:S000000627,ribosomal 40S subunit protein S14A,III,-,Saccharomyces cerevisiae
NP_009961,BPH1,850398,SGD:S000000628,Bph1p,III,-,Saccharomyces cerevisiae
NP_009962,SNT1,850399,SGD:S000000629,Snt1p,III,-,Saccharomyces cerevisiae
NP_009963,ELO2,850400,SGD:S000000630,fatty acid elongase ELO2,III,-,Saccharomyces cerevisiae
NP_009964,RRP43,850401,SGD:S000000631,exosome non-catalytic core subunit RRP43,III,-,Saccharomyces cerevisiae
NP_009965,RBK1,850402,SGD:S000000632,putative ribokinase,III,-,Saccharomyces cerevisiae
NP_009966,PHO87,850403,SGD:S000000633,SPX domain-containing inorganic phosphate transporter,III,-,Saccharomyces cerevisiae
NP_009967,BUD5,850405,SGD:S000000634,Ras family guanine nucleotide exchange factor BUD5,III,-,Saccharomyces cerevisiae
NP_009868,MATALPHA2,850406,SGD:S000000635,homeodomain mating type protein alpha2,III,-,Saccharomyces cerevisiae
NP_009869,MATALPHA1,850407,SGD:S000000636,transcriptional co-activator mating type protein alpha,III,-,Saccharomyces cerevisiae
NP_001297596,YCR041W,850408,SGD:S000000637,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_009971,TAF2,850409,SGD:S000000638,Taf2p,III,-,Saccharomyces cerevisiae
NP_009972,YCR043C,850410,SGD:S000000639,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_009973,PER1,850411,SGD:S000000640,Per1p,III,-,Saccharomyces cerevisiae
NP_009974,RRT12,850412,SGD:S000000641,Rrt12p,III,-,Saccharomyces cerevisiae
NP_009975,IMG1,850413,SGD:S000000642,mitochondrial 54S ribosomal protein IMG1,III,-,Saccharomyces cerevisiae
NP_009976,BUD23,850414,SGD:S000000643,18S rRNA (guanine1575-N7)-methyltransferase,III,-,Saccharomyces cerevisiae
NP_009978,ARE1,850415,SGD:S000000644,sterol acyltransferase,III,-,Saccharomyces cerevisiae
NP_009979,YCR050C,850417,SGD:S000000646,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_009980,YCR051W,850418,SGD:S000000647,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_009981,RSC6,850419,SGD:S000000648,Rsc6p,III,-,Saccharomyces cerevisiae
NP_009982,THR4,850420,SGD:S000000649,threonine synthase THR4,III,-,Saccharomyces cerevisiae
NP_009983,CTR86,850421,SGD:S000000650,Ctr86p,III,-,Saccharomyces cerevisiae
NP_009984,PWP2,850422,SGD:S000000653,snoRNA-binding rRNA-processing protein PWP2,III,-,Saccharomyces cerevisiae
NP_009985,YIH1,850423,SGD:S000000655,Yih1p,III,-,Saccharomyces cerevisiae
NP_009986,TAH1,850424,SGD:S000000656,Tah1p,III,-,Saccharomyces cerevisiae
NP_009987,TVS1,850425,SGD:S000000657,Tvs1p,III,-,Saccharomyces cerevisiae
NP_009990,BUD31,850427,SGD:S000000659,U2 snRNP complex subunit BUD31,III,-,Saccharomyces cerevisiae
NP_009991,HCM1,850429,SGD:S000000661,Hcm1p,III,-,Saccharomyces cerevisiae
NP_009992,RAD18,850430,SGD:S000000662,E3 ubiquitin-protein ligase RAD18,III,-,Saccharomyces cerevisiae
NP_009993,SED4,850431,SGD:S000000663,GTPase-activating protein SED4,III,-,Saccharomyces cerevisiae
NP_009994,ATG15,850432,SGD:S000000664,triglyceride lipase ATG15,III,-,Saccharomyces cerevisiae
NP_009995,CPR4,850433,SGD:S000000665,peptidylprolyl isomerase family protein CPR4,III,-,Saccharomyces cerevisiae
NP_009996,IMG2,850434,SGD:S000000667,mitochondrial 54S ribosomal protein IMG2,III,-,Saccharomyces cerevisiae
NP_009997,RSA4,850435,SGD:S000000668,Rsa4p,III,-,Saccharomyces cerevisiae
NP_009998,SSK22,850436,SGD:S000000669,mitogen-activated protein kinase kinase kinase SSK22,III,-,Saccharomyces cerevisiae
NP_009999,SOL2,850437,SGD:S000000718,Sol2p,III,-,Saccharomyces cerevisiae
NP_010000,ERS1,850438,SGD:S000000671,cystinosin-like protein ERS1,III,-,Saccharomyces cerevisiae
NP_010001,FUB1,850439,SGD:S000000672,Fub1p,III,-,Saccharomyces cerevisiae
NP_010002,PAT1,850440,SGD:S000000673,Pat1p,III,-,Saccharomyces cerevisiae
NP_010003,PTC6,850441,SGD:S000002133,type 2C protein phosphatase PTC6,III,-,Saccharomyces cerevisiae
NP_010004,SRB8,850442,SGD:S000000677,Srb8p,III,-,Saccharomyces cerevisiae
NP_010005,AHC2,850443,SGD:S000000678,Ahc2p,III,-,Saccharomyces cerevisiae
NP_010006,TRX3,850444,SGD:S000000679,Trx3p,III,-,Saccharomyces cerevisiae
NP_010007,TUP1,850445,SGD:S000000680,chromatin-silencing transcriptional regulator TUP1,III,-,Saccharomyces cerevisiae
NP_001335752,YCR085W,850446,SGD:S000000681,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_010009,CSM1,850447,SGD:S000000682,Csm1p,III,-,Saccharomyces cerevisiae
NP_010011,YCR087C-A,850449,SGD:S000007223,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_010012,ABP1,850450,SGD:S000000684,Abp1p,III,-,Saccharomyces cerevisiae
NP_010013,FIG2,850451,SGD:S000000685,Fig2p,III,-,Saccharomyces cerevisiae
NP_010014,YCR090C,850452,SGD:S000000686,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_010015,KIN82,850453,SGD:S000000687,putative serine/threonine protein kinase KIN82,III,-,Saccharomyces cerevisiae
NP_010016,MSH3,850454,SGD:S000000688,mismatch repair protein MSH3,III,-,Saccharomyces cerevisiae
NP_010017,CDC39,850455,SGD:S000000689,CCR4-NOT core subunit CDC39,III,-,Saccharomyces cerevisiae
NP_010018,CDC50,850456,SGD:S000000690,aminophospholipid translocase regulatory protein CDC50,III,-,Saccharomyces cerevisiae
NP_010019,OCA4,850457,SGD:S000000691,Oca4p,III,-,Saccharomyces cerevisiae
NP_010020,HMRA2,850458,SGD:S000000692,homeodomain mating type protein a2,III,-,Saccharomyces cerevisiae
NP_010021,HMRA1,850459,SGD:S000000694,Hmra1p,III,-,Saccharomyces cerevisiae
NP_010022,GIT1,850462,SGD:S000000695,Git1p,III,-,Saccharomyces cerevisiae
NP_010023,YCR099C,850463,SGD:S000000696,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_010024,EMA35,850464,SGD:S000000697,Ema35p,III,-,Saccharomyces cerevisiae
NP_010025,YCR101C,850465,SGD:S000000698,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_010026,YCR102C,850466,SGD:S000000699,uncharacterized protein,III,-,Saccharomyces cerevisiae
NP_010029,PAU3,850468,SGD:S000000701,seripauperin PAU3,III,-,Saccharomyces cerevisiae
NP_010030,ADH7,850469,SGD:S000000702,NADP-dependent alcohol dehydrogenase,III,-,Saccharomyces cerevisiae
NP_010031,RDS1,850470,SGD:S000000703,Rds1p,III,-,Saccharomyces cerevisiae
NP_010032,AAD3,850471,SGD:S000000704,putative aryl-alcohol dehydrogenase,III,-,Saccharomyces cerevisiae
NP_116587,YFL068W,850476,SGD:S000001826,uncharacterized protein,VI,-,Saccharomyces cerevisiae
NP_116588,YFL067W,850477,SGD:S000001827,uncharacterized protein,VI,-,Saccharomyces cerevisiae
NP_116589,YFL066C,850478,SGD:S000001828,Y' element ATP-dependent helicase,VI,-,Saccharomyces cerevisiae
NP_116590,YFL065C,850479,SGD:S000001829,uncharacterized protein,VI,-,Saccharomyces cerevisiae
NP_116591,YFL064C,850480,SGD:S000001830,uncharacterized protein,VI,-,Saccharomyces cerevisiae
NP_116593,COS4,850482,SGD:S000001832,Cos4p,VI,-,Saccharomyces cerevisiae
NP_116594,DDI3,850483,SGD:S000001833,cyanamide hydratase,VI,-,Saccharomyces cerevisiae
NP_116595,SNO3,850484,SGD:S000001834,putative pyridoxal 5'-phosphate synthase,VI,-,Saccharomyces cerevisiae
NP_116596,SNZ3,850485,SGD:S000001835,pyridoxine biosynthesis protein SNZ3,VI,-,Saccharomyces cerevisiae
NP_116597,THI5,850486,SGD:S000001836,4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase,VI,-,Saccharomyces cerevisiae
NP_116600,AGP3,850489,SGD:S000001839,Agp3p,VI,-,Saccharomyces cerevisiae
NP_116601,AQY3,850490,SGD:S000001840,Aqy3p,VI,-,Saccharomyces cerevisiae
NP_116602,DAK2,850491,SGD:S000001841,dihydroxyacetone kinase,VI,-,Saccharomyces cerevisiae
NP_116603,ZNF1,850492,SGD:S000001842,DNA-binding domain containing protein,VI,-,Saccharomyces cerevisiae
NP_116576,YFL051C,850493,SGD:S000001843,uncharacterized protein,VI,-,Saccharomyces cerevisiae
NP_116604,ALR2,850494,SGD:S000001844,putative Mg(2+) transporter ALR2,VI,-,Saccharomyces cerevisiae
NP_116605,SWP82,850495,SGD:S000001845,Swp82p,VI,-,Saccharomyces cerevisiae
NP_116606,EMP47,850496,SGD:S000001846,Emp47p,VI,-,Saccharomyces cerevisiae
NP_428268,RGD2,850497,SGD:S000001847,GTPase-activating protein RGD2,VI,-,Saccharomyces cerevisiae
NP_116608,FMP32,850498,SGD:S000001848,Fmp32p,VI,-,Saccharomyces cerevisiae
NP_116609,SEC53,850499,SGD:S000001849,phosphomannomutase SEC53,VI,-,Saccharomyces cerevisiae
NP_116610,OTU1,850500,SGD:S000001850,ubiquitin-specific protease OTU1,VI,-,Saccharomyces cerevisiae
NP_116611,LAM5,850501,SGD:S000001852,Lam5p,VI,-,Saccharomyces cerevisiae
NP_116612,FET5,850502,SGD:S000001853,ferroxidase FET5,VI,-,Saccharomyces cerevisiae
NP_116613,YFL040W,850503,SGD:S000001854,uncharacterized protein,VI,-,Saccharomyces cerevisiae
NP_116614,ACT1,850504,SGD:S000001855,actin,VI,-,Saccharomyces cerevisiae
NP_116615,YPT1,850505,SGD:S000001856,Rab family GTPase YPT1,VI,-,Saccharomyces cerevisiae
NP_116616,TUB2,850506,SGD:S000001857,beta-tubulin,VI,-,Saccharomyces cerevisiae
NP_116617,RPO41,850507,SGD:S000001858,DNA-directed RNA polymerase,VI,-,Saccharomyces cerevisiae
NP_116618,MOB2,850508,SGD:S000001859,Mob2p,VI,-,Saccharomyces cerevisiae
NP_116619,RPL22B,850509,SGD:S000006436,ribosomal 60S subunit protein L22B,VI,-,Saccharomyces cerevisiae
NP_116583,MIL1,850510,SGD:S000001860,Mil1p,VI,-,Saccharomyces cerevisiae
NP_116620,RIM15,850511,SGD:S000001861,protein kinase RIM15,VI,-,Saccharomyces cerevisiae
NP_116622,HAC1,850513,SGD:S000001863,transcription factor HAC1,VI,-,Saccharomyces cerevisiae
NP_116623,AGX1,850514,SGD:S000001864,alanine--glyoxylate transaminase,VI,-,Saccharomyces cerevisiae
NP_116624,CAK1,850515,SGD:S000001865,cyclin-dependent protein kinase-activating kinase CAK1,VI,-,Saccharomyces cerevisiae
NP_116625,CAF16,850516,SGD:S000001866,putative ATP-binding cassette family ATPase CAF16,VI,-,Saccharomyces cerevisiae
NP_444296,GYP8,850517,SGD:S000001867,GTPase-activating protein GYP8,VI,-,Saccharomyces cerevisiae
NP_116627,STE2,850518,SGD:S000001868,alpha-factor pheromone receptor STE2,VI,-,Saccharomyces cerevisiae
NP_116628,BST1,850519,SGD:S000001869,Bst1p,VI,-,Saccharomyces cerevisiae
NP_116629,EPL1,850520,SGD:S000001870,Epl1p,VI,-,Saccharomyces cerevisiae
NP_683715,BUD27,850521,SGD:S000001871,Bud27p,VI,-,Saccharomyces cerevisiae
NP_116631,FRS2,850522,SGD:S000001872,phenylalanine--tRNA ligase subunit alpha,VI,-,Saccharomyces cerevisiae
NP_116632,GAT1,850523,SGD:S000001873,Gat1p,VI,-,Saccharomyces cerevisiae
NP_116633,PAU5,850524,SGD:S000001874,seripauperin PAU5,VI,-,Saccharomyces cerevisiae
NP_001335772,YFL019C,850525,SGD:S000001875,uncharacterized protein,VI,-,Saccharomyces cerevisiae
NP_116635,LPD1,850527,SGD:S000001876,dihydrolipoyl dehydrogenase,VI,-,Saccharomyces cerevisiae
NP_116636,SMX2,850528,SGD:S000002965,mRNA splicing protein SMX2,VI,-,Saccharomyces cerevisiae
NP_116637,GNA1,850529,SGD:S000001877,glucosamine 6-phosphate N-acetyltransferase,VI,-,Saccharomyces cerevisiae
NP_116638,MDJ1,850530,SGD:S000001878,Mdj1p,VI,-,Saccharomyces cerevisiae
NP_001335773,YFL015C,850531,SGD:S000001879,uncharacterized protein,VI,-,Saccharomyces cerevisiae
NP_116640,HSP12,850532,SGD:S000001880,lipid-binding protein HSP12,VI,-,Saccharomyces cerevisiae
NP_116641,IES1,850534,SGD:S000001881,Ies1p,VI,-,Saccharomyces cerevisiae
NP_116643,YFL012W,850535,SGD:S000001882,uncharacterized protein,VI,-,Saccharomyces cerevisiae
NP_116644,HXT10,850536,SGD:S000001883,hexose transporter HXT10,VI,-,Saccharomyces cerevisiae
NP_116645,AUA1,850537,SGD:S000001955,Aua1p,VI,-,Saccharomyces cerevisiae
NP_570898,WWM1,850538,SGD:S000001884,Wwm1p,VI,-,Saccharomyces cerevisiae
NP_116585,CDC4,850539,SGD:S000001885,SCF ubiquitin ligase complex subunit CDC4,VI,-,Saccharomyces cerevisiae
NP_116647,SMC1,850540,SGD:S000001886,cohesin subunit SMC1,VI,-,Saccharomyces cerevisiae
NP_116648,BLM10,850541,SGD:S000001887,Blm10p,VI,-,Saccharomyces cerevisiae
NP_116650,SEC4,850543,SGD:S000001889,Rab family GTPase SEC4,VI,-,Saccharomyces cerevisiae
NP_116651,VTC2,850544,SGD:S000001890,vacuolar transporter chaperone,VI,-,Saccharomyces cerevisiae
NP_116652,MSH4,850545,SGD:S000001891,MutS family protein MSH4,VI,-,Saccharomyces cerevisiae
NP_058157,YFL002W-B,850547,SGD:S000007404,gag protein,VI,-,Saccharomyces cerevisiae
NP_116653,YFL002W-A,850548,SGD:S000002962,gag-pol fusion protein,VI,-,Saccharomyces cerevisiae
NP_116654,SPB4,850549,SGD:S000001894,putative ATP-dependent RNA helicase SPB4,VI,-,Saccharomyces cerevisiae
NP_116655,DEG1,850550,SGD:S000001895,pseudouridine synthase DEG1,VI,-,Saccharomyces cerevisiae
NP_116656,LOC1,850551,SGD:S000001897,Loc1p,VI,-,Saccharomyces cerevisiae
NP_116657,NIC96,850552,SGD:S000001898,linker nucleoporin NIC96,VI,-,Saccharomyces cerevisiae
NP_116658,YPI1,850553,SGD:S000001899,type 1 protein phosphatase-activating protein YPI1,VI,-,Saccharomyces cerevisiae
NP_116659,RPN11,850554,SGD:S000001900,proteasome regulatory particle lid subunit RPN11,VI,-,Saccharomyces cerevisiae
NP_116660,SAD1,850555,SGD:S000001901,mRNA splicing protein SAD1,VI,-,Saccharomyces cerevisiae
NP_116661,YFR006W,850556,SGD:S000001902,putative Xaa-Pro dipeptidase,VI,-,Saccharomyces cerevisiae
NP_116662,YFH7,850558,SGD:S000001903,Yfh7p,VI,-,Saccharomyces cerevisiae
NP_116663,FAR7,850559,SGD:S000001904,Far7p,VI,-,Saccharomyces cerevisiae
NP_116664,GCN20,850561,SGD:S000001905,putative AAA family ATPase GCN20,VI,-,Saccharomyces cerevisiae
NP_116665,UBP6,850562,SGD:S000001906,ubiquitin-specific protease UBP6,VI,-,Saccharomyces cerevisiae
NP_116666,MIC19,850563,SGD:S000001907,Mic19p,VI,-,Saccharomyces cerevisiae
NP_116667,DCV1,850565,SGD:S000001908,Dcv1p,VI,-,Saccharomyces cerevisiae
NP_076889,YFR012W-A,850566,SGD:S000007606,uncharacterized protein,VI,-,Saccharomyces cerevisiae
NP_116668,IOC3,850567,SGD:S000001909,Ioc3p,VI,-,Saccharomyces cerevisiae
NP_116669,CMK1,850568,SGD:S000001910,calmodulin-dependent protein kinase CMK1,VI,-,Saccharomyces cerevisiae
NP_116670,GSY1,850569,SGD:S000001911,glycogen (starch) synthase GSY1,VI,-,Saccharomyces cerevisiae
NP_116671,AIP5,850570,SGD:S000001912,Aip5p,VI,-,Saccharomyces cerevisiae
NP_116672,IGD1,850572,SGD:S000001913,Igd1p,VI,-,Saccharomyces cerevisiae
NP_116673,YFR018C,850573,SGD:S000001914,uncharacterized protein,VI,-,Saccharomyces cerevisiae
NP_116674,FAB1,850574,SGD:S000001915,1-phosphatidylinositol-3-phosphate 5-kinase,VI,-,Saccharomyces cerevisiae
NP_001257674,CSS2,850576,SGD:S000001916,Css2p,VI,-,Saccharomyces cerevisiae
NP_444297,ATG18,850577,SGD:S000001917,phosphoinositide binding protein ATG18,VI,-,Saccharomyces cerevisiae
NP_116677,ROG3,850578,SGD:S000001918,Rog3p,VI,-,Saccharomyces cerevisiae
NP_116678,PES4,850579,SGD:S000001919,Pes4p,VI,-,Saccharomyces cerevisiae
NP_219497,LSB3,850580,SGD:S000002968,Lsb3p,VI,-,Saccharomyces cerevisiae
NP_116681,HIS2,850581,SGD:S000001921,histidinol-phosphatase,VI,-,Saccharomyces cerevisiae
NP_116682,ULI1,850583,SGD:S000001922,Uli1p,VI,-,Saccharomyces cerevisiae
NP_116683,ECO1,850584,SGD:S000001923,Eco1p,VI,-,Saccharomyces cerevisiae
